Kcnip3,0.007888398,0.013204303
Ckap2l,0.015063574,0.013888053
Avp,0.01630911,0.026246546
Pcna,0.033254255,0.012938906
Jag1,0.013226764,0.008006328
Pcsk2os1,0.016953286,0.013382594
Nkx2-2,0.011219974,0.017462818
E2f1,0.013898767,0.013622646
Tgm2,0.02265707,0.009828418
Ptprt,0.0151320305,0.020463398
Sulf2,0.020459112,0.0126092285
Kcnb1,0.01171367,0.010860279
Aurka,0.01899816,0.011545554
Ctsz,0.017065717,0.021184798
Bend7,0.014135468,0.027363714
Msrb2,0.013143099,0.0118819205
Npdc1,0.01791958,0.011339681
Adamtsl2,0.015242206,0.01222175
Olfm1,0.015979685,0.01844984
Ak8,0.015405659,0.017998897
Ncs1,0.011052143,0.006718831
Ass1,0.00451498,0.03162656
Sh2d3c,0.014604365,0.0033119603
Hspa5,0.011225799,0.015455466
Kif5c,0.014579512,0.01718248
Galnt13,0.016502695,0.012097539
Gpd2,0.011618006,0.013514828
Cers6,0.016177807,0.051520087
G6pc2,0.022766508,0.018457029
Gad1,0.007993557,0.013880695
Platr26,0.013033428,0.0121460855
Rapgef4,0.012812936,0.012356011
Itga4,0.010402979,0.008935529
Zfp804a,0.012388189,0.0089017805
Syt13,0.015902482,0.009364807
Trp53i11,0.019583512,0.016457967
Pamr1,0.021809828,0.014470601
Elf5,0.015726332,0.016719056
Pax6,0.021053556,0.021825476
Immp1l,0.028967058,0.017918358
Bdnf,0.00820082,0.02521511
G630016G05Rik,0.020067157,0.012613812
Bub1b,0.023836957,0.013538323
Pak6,0.015712963,0.018745435
Disp2,0.019488676,0.014770687
Ivd,0.014840726,0.024954634
Spint1,0.029644731,0.013240164
Nusap1,0.024985606,0.014020031
Sema6d,0.011373155,0.016249152
Dut,0.019526199,0.018541273
Chgb,0.021438748,0.013887286
Snap25,0.014204746,0.018798366
Ism1,0.016387306,0.012435014
Pcsk2,0.022688618,0.01731618
Slc24a3,0.02003311,0.01620449
Tpx2,0.033062115,0.021222893
Cbfa2t2,0.015131193,0.020772858
Trp53inp2,0.01902501,0.013783079
Nnat,0.22096613,0.0334539
Fam83d,0.011759569,0.016058555
Gdap1l1,0.017678317,0.011186446
Rbpjl,0.0087124575,0.029724881
Wfdc10,0.013468446,0.018111696
Ube2c,0.017273184,0.020225925
Cd40,0.014971473,0.0089222975
Eya2,0.020568803,0.02009732
Rnf114,0.02054361,0.013493538
Tshz2,0.009978428,0.012456095
Fam210b,0.0068761907,0.0062851757
Npepl1,0.029853597,0.019911619
Gnas,0.021897886,0.019475406
Edn3,0.01270139,0.028132388
Slco4a1,0.017219475,0.025593683
Myt1,0.015788762,0.020559318
Gm37350,0.011511775,0.013960707
Slc7a14,0.017396394,0.022267595
Pex5l,0.010386215,0.015139084
Anxa5,0.010175101,0.020104643
Maml3,0.013473151,0.05217478
Shox2,0.0032347883,0.049517073
Serpini2,0.0056516565,0.019709429
Golim4,0.015962923,0.02133678
Gria2,0.020500496,0.012706105
Dclk2,0.010938762,0.008517259
Lmna,0.025559876,0.0143014705
Il6ra,0.009817807,0.013664556
Riiad1,0.014171768,0.01711897
Car14,0.020103289,0.010104541
Plekho1,0.011752357,0.019549327
Hsd3b6,0.0007350486,0.00076056516
Cd2,0.014414518,0.021154916
Cym,0.007023029,0.021716595
Rbm15,0.015108803,0.005748749
Ntng1,0.0056446353,0.012168478
Hadh,0.01951375,0.021181455
Dapp1,0.010286572,0.011982479
Cyr61,0.014784316,0.009309736
St6galnac5,0.011143092,0.022966683
Stmn2,0.020638097,0.021346703
Tnik,0.014389674,0.024781857
Slc2a2,0.018191803,0.01352193
Cldn11,0.0110500725,0.012171097
Kcnmb2,0.0177463,0.03336235
Gm37459,0.011942189,0.009535845
Hspa4l,0.017226575,0.015488087
Foxo1,0.015999507,0.016608981
Gm2447,0.00906169,0.007810368
Lhfp,0.011718613,0.011119863
Tm4sf4,0.011383587,0.013638536
P2ry1,0.021699883,0.0186682
Smc4,0.01921353,0.017284827
Serpini1,0.015722154,0.016431207
Fstl5,0.016630905,0.012314541
Ctso,0.014856709,0.0089967055
Fgg,0.011816065,0.025224587
Insrr,0.011932105,0.02113688
Thbs3,0.008541841,0.010660549
